"Star_code":"star":"DISTANCE FROM THE SUN":"TEMPERATURE":"relative mass":"star radius":"LUMINOSITY":"type of star"
6296:"Kamuy":59.5:2602:0.2:0.67:0.02:"M|4|V"
2455:"Whalebone":6705:5415:1:1.04:1.33:"G|4|V"
9253:"Yozora Labyrinth":61.4925:4146:0.8:0.83:0.08:"K|5|V"
7678:"Castor":61.543:3249:0.3:0.39:0.08:"M|2|V"
1468:"Zenitharian":3860:3955:0.5:0.75:0.1:"K|2|V"
1114:"Alderamin":177.4:5487:0.9:1.04:1.36:"G|2|V"
2681:"Zosma":701.255:2811:0.3:0.36:0.01:"M|4|V"
5074:"Tenshi Echoes":368.14:2766:0.2:0.17:0.05:"M|2|V"
1977:"Maia":977:2508:0.3:0.45:0.01:"M|6|V"
7368:"Axefall":396.2:2861:0.4:0.59:0.01:"M|3|V"
1783:"Xuange":1525.32:2553:0.4:0.02:0:"M|4|V"
5536:"Ancha":1230.47:5603:1:1.1:0.61:"G|2|V"
3461:"Phantasmal Abyss":517.01:4339:0.7:0.79:0.54:"K|3|V"
3342:"Muspelheim":1301.67:5345:1:0.99:1.45:"G|4|V"
2425:"Cryptic Nebula":195.3:3171:0.1:0.02:0.07:"M|3|V"
5261:"Celaeno":200:2500:0.3:0.44:0.03:"M|8|V"
7575:"Stellarastrum":1266.39:2543:0.4:0.53:0.07:"M|8|V"
4267:"Cosmara":180:2711:0.1:0.22:0.02:"M|1|V"
8591:"Pyramid Radiance":379.55:2868:0.2:0.29:0.03:"M|5|V"
5978:"Alterf":489.368:3143:0.4:0.63:0.03:"M|2|V"
3340:"Diadem":467.137:4034:0.6:0.8:0.58:"K|0|V"
6018:"Kawa":18.4:5469:0.8:1.15:0.67:"G|4|V"
1158:"Cacophonic Murmurs":322.643:4321:0.5:0.71:0.1:"K|2|V"
1923:"Meleph":565.068:2809:0.1:0.69:0.07:"M|2|V"
1559:"Cosmic Enigma":6.49:2489:0.3:0.05:0.07:"M|5|V"
5998:"Helionis":470.9:4812:0.6:0.76:0.51:"K|2|V"
9564:"Nebulithium":1367.8:4278:0.8:0.7:0.47:"K|0|V"
7746:"Nebulion":356.41:2939:0.2:0.18:0.04:"M|4|V"
6474:"Homam":124.8:3038:0.2:0.47:0.05:"M|3|V"
6647:"Lesath":114.54:3020:0.4:0.7:0.04:"M|1|V"
3417:"Eclipsix":866.701:2499:0.4:0.06:0.05:"M|2|V"
5793:"Eldritch Veil":1291.32:2630:0.4:0.17:0.06:"M|2|V"
3787:"Rasalgethi":1107.79:3487:0.3:0.5:0.05:"M|1|V"
4980:"Alnitak":358.719:4116:0.6:0.88:0.47:"K|1|V"
3420:"Sarin":49.3305:2851:0.4:0.26:0.06:"M|0|V"
5918:"Nebula Mirage":156.264:2843:0.4:0.26:0.04:"M|0|V"
1608:"Phantasma":844.99:2859:0.3:0.59:0.03:"M|1|V"
9595:"Kūkan Cascade":1409.24:3277:0.4:0.28:0.06:"M|2|V"
5065:"Ruchbah":881.912:2426:0.3:0.68:0.06:"M|6|V"
2149:"Nashira":121.61:5338:1:1.03:1.06:"G|2|V"
2904:"Morava":622:3034:0.4:0.66:0.06:"M|4|V"
3696:"Kitalpha":77.2554:2952:0.2:0.41:0.02:"M|2|V"
2475:"Scarab Expanse":646.705:4102:0.5:0.81:0.39:"K|0|V"
2619:"Aldhibah":949.307:2616:0.3:0.64:0.07:"M|0|V"
1123:"Bharani":139.1:3754:0.6:0.95:0.2:"K|2|V"
7005:"Obelisk Whisper":1431.64:2574:0.1:0.44:0.05:"M|4|V"
321:"Menkalinan":497.537:5254:0.9:1.03:1.23:"G|2|V"
3190:"Alrakis":3.911:3819:0.6:0.76:0.45:"K|2|V"
360:"Astral Echo":90.3:2764:0.2:0.43:0.06:"M|3|V"
7953:"Mira":305.193:2919:0.3:0.5:0.07:"M|0|V"
4484:"Formosa":4540:3735:0.8:0.83:0.46:"K|3|V"
4498:"Zubenelhakrabi":8120:4139:0.7:0.77:0.51:"K|5|V"
1450:"Nebulosys":1518.6:2848:0.2:0.12:0.08:"M|3|V"
9115:"Astrobane":134:4425:0.5:0.82:0.24:"K|4|V"
8341:"Anadolu":545.29:3986:0.8:0.78:0.55:"K|3|V"
4290:"Alnilam":1057.53:2534:0.3:0.63:0.05:"M|2|V"
148:"Solaris Cascade":165.8:2629:0.4:0.53:0.02:"M|7|V"
6745:"Cleopatra's Expanse":1159:3124:0.3:0.57:0:"M|2|V"
7490:"Spectral Serenity":862.366:2569:0.1:0.01:0.07:"M|2|V"
9302:"Mahasim":370.563:2830:0.2:0.1:0.01:"M|3|V"
4041:"Suhail":806:2815:0.1:0.51:0.06:"M|2|V"
9700:"Moriah":963.58:5559:1:1.03:0.8:"G|2|V"
3174:"Elysiumix":2152.57:2853:0.3:0.05:0.04:"M|2|V"
8638:"Stormrider":49.46:3005:0.3:0.31:0.02:"M|3|V"
4065:"Gloas":310.5:4317:0.8:0.93:0.53:"K|5|V"
6363:"Alya":1307:2636:0.2:0.42:0.03:"M|5|V"
1301:"Ryusei":1569.37:4027:0.8:0.95:0.18:"K|3|V"
9861:"Peacock":577.934:3907:0.8:0.95:0.38:"K|2|V"
2625:"Spica":913.576:2524:0.4:0.57:0.02:"M|7|V"
4818:"Shizuku Seraph":1000.1:2970:0.3:0.53:0.02:"M|2|V"
2192:"Nebularian":1100:2855:0.3:0.08:0.02:"M|5|V"
8856:"Drakonir":5100:2792:0.4:0.12:0.06:"M|3|V"
3220:"Bubup":335.5:3129:0.1:0.53:0.03:"M|3|V"
8927:"Matar":428.785:4465:0.7:0.79:0.31:"K|0|V"
1047:"Rukbat":2190:4427:0.7:0.95:0.53:"K|3|V"
1436:"Biham":1266.46:2852:0.4:0.45:0.06:"M|5|V"
6650:"Brimwarden":713.11:2895:0.4:0.43:0.01:"M|3|V"
498:"Sumi Cascade":1008.27:3927:0.6:0.91:0.55:"K|4|V"
8582:"Radiancea":279.57:3820:0.8:0.91:0.3:"K|5|V"
9997:"Aetherionis":226.3:2925:0.3:0.44:0.03:"M|0|V"
6233:"Tonatiuh":312.373:2900:0.2:0.08:0.03:"M|3|V"
1051:"Enigmatic Abyss":452:4366:0.5:0.87:0.5:"K|0|V"
808:"Adhara":1410.24:3783:0.5:0.9:0.4:"K|0|V"
8175:"Alkalurops":1857:5635:1:0.98:0.96:"G|3|V"
7625:"Amansinaya":698.1:2754:0.3:0.51:0.04:"M|5|V"
3029:"Starlight Whisper":963.67:2746:0.2:0.18:0:"M|3|V"
9586:"Alkarab":1057.64:2761:0.3:0.44:0:"M|1|V"
9395:"Skat":22.2:2472:0.4:0.32:0.02:"M|2|V"
6741:"Nefertiti's Beacon":21.35:2906:0.3:0.7:0.06:"M|3|V"
935:"Atlas":785.94:2768:0.4:0.25:0.03:"M|3|V"
9064:"Tabit":753.409:2843:0.4:0.24:0.02:"M|3|V"
7259:"Ignitionara":63.1:4121:0.7:0.72:0.19:"K|2|V"
5736:"Tojil":1607.46:3838:0.6:0.84:0.46:"K|2|V"
3436:"Tevel":112.6:2591:0.2:0.14:0.07:"M|3|V"
3900:"Anubis' Radiance":429.55:2686:0.4:0.05:0.04:"M|5|V"
9787:"Kaffaljidhma":320.07:3086:0.3:0.23:0.01:"M|2|V"
7286:"Sirius":103:2418:0.2:0.3:0.07:"M|5|V"
2135:"Albali":1031.91:2759:0.2:0.4:0.03:"M|5|V"
3286:"Galactic Ember":768.167:2783:0.3:0.56:0.08:"M|2|V"
2447:"Ebla":742.16:5222:0.9:1.1:1.47:"G|5|V"
3070:"Lurking Whispers":96.7:2724:0.4:0.66:0:"M|4|V"
1471:"Shogun's Echo":15.3:3309:0.1:0.14:0.01:"M|1|V"
4609:"Pharaoh's Silence":1589.07:5465:0.8:1.01:0.9:"G|5|V"
1814:"Tōku Echoes":385.401:3877:0.5:0.86:0.09:"K|2|V"
8020:"Kagayaki Celestial":463.88:5456:0.9:1.13:0.71:"G|4|V"
7764:"Nova Veil":178.84:3362:0.1:0.13:0.01:"M|1|V"
9175:"Gakyid":28.1:5211:0.8:1.15:1.06:"G|2|V"
3389:"Dalim":547:2799:0.1:0.15:0:"M|3|V"
5623:"Kurai Veil":620.424:2521:0.1:0.28:0.01:"M|3|V"
1714:"Sualocin":786.473:2565:0.2:0.25:0.02:"M|3|V"
3815:"Avior":27.46:2798:0.3:0.42:0.03:"M|4|V"
6617:"Ankh Horizon":82.34:2511:0.1:0.49:0.01:"M|3|V"
102:"Phoenicia":290.324:5586:1:1.13:0.72:"G|4|V"
3592:"Ecliptara":293:2452:0.4:0.37:0.06:"M|8|V"
2842:"Solaris":816.592:3944:0.7:0.76:0.41:"K|5|V"
3184:"Chara":3.6389:2665:0.3:0.15:0.05:"M|6|V"
4177:"Yugure Radiance":3410:2624:0.4:0.06:0.02:"M|3|V"
449:"Fjordr":1589.81:5299:1:1.12:1.01:"G|5|V"
6007:"Baekdu":543.74:2471:0.4:0.19:0.04:"M|5|V"
3469:"Alhena":699.447:2588:0.2:0.29:0.03:"M|3|V"
1397:"Felixvarela":404.891:2767:0.1:0.09:0:"M|3|V"
8048:"Lilii Borea":481.788:2688:0.3:0.33:0.02:"M|3|V"
3153:"Asellus Australis":913.492:2879:0.4:0.01:0:"M|5|V"
3758:"Zenithria":410.5:2952:0.2:0.65:0.04:"M|1|V"
2346:"Asellus Borealis":1220.7:3765:0.8:0.74:0.47:"K|0|V"
8682:"Heliconian Whispers":1334.94:3846:0.7:0.94:0.23:"K|7|V"
1564:"Mystic Expanse":1390.63:2429:0.3:0.16:0.03:"M|2|V"
7534:"Uruk":69.3649:4320:0.7:0.87:0.35:"K|2|V"
2227:"Acamar":661.32:3159:0.3:0.56:0.01:"M|1|V"
1319:"Kasumi Whisper":253:3395:0.2:0.34:0.08:"M|1|V"
9924:"Aludra":1289.47:2530:0.1:0.21:0.01:"M|4|V"
7532:"Betelgeuse":1380.83:4545:0.5:0.74:0.41:"K|3|V"
6108:"Alcor":2.42:4821:0.7:0.9:0.51:"K|2|V"
7861:"Komorebi":473.709:5804:1:1.05:1.46:"G|2|V"
9409:"Ravenfury":1153.82:2479:0.3:0.17:0.07:"M|8|V"
3977:"Cervantes":28.55:4130:0.7:0.92:0.2:"K|6|V"
2988:"Vindemiatrix":1001.2:3958:0.5:0.89:0.2:"K|2|V"
9284:"Ombria":879.43:2447:0.2:0.07:0.06:"M|8|V"
2099:"Inari's Labyrinth":488.806:3251:0.4:0.44:0.04:"M|2|V"
5582:"Quasarionix":340.965:2699:0.4:0.19:0.07:"M|5|V"
2715:"Koit":1435.54:3946:0.8:0.96:0.48:"K|7|V"
9805:"Tarf":69:2972:0.1:0.54:0:"M|2|V"
2637:"Citadelle":156.951:3273:0.2:0.6:0.03:"M|1|V"
5352:"Mothallah":18.73:2968:0.4:0.7:0:"M|5|V"
9304:"Tangra":223.229:5553:0.9:1.02:0.67:"G|4|V"
2457:"Hikari Gaze":3.8:2653:0.1:0.64:0.08:"M|7|V"
1219:"Zubenelgenubi":120.6:4227:0.6:0.79:0.22:"K|3|V"
9523:"Saclateni":549.722:3354:0.2:0.38:0.04:"M|0|V"
9146:"Asahi":502.34:3950:0.6:0.79:0.38:"K|5|V"
4341:"Quantumith":83.5:3027:0.3:0.14:0.02:"M|2|V"
8273:"Lunariara":220:2486:0.3:0.68:0.04:"M|5|V"
9535:"Aegis Cryptic":603.865:3139:0.3:0.02:0.03:"M|3|V"
9444:"Hikari Nebula":353.6:2535:0.1:0.08:0.06:"M|2|V"
1463:"Amatsu Echo":1667.22:3379:0.3:0.37:0.02:"M|2|V"
2754:"Sylvarix":614.6:2770:0.3:0.06:0.02:"M|1|V"
5439:"Aurora Anomaly":322.144:3661:0.4:0.68:0.07:"M|0|V"
7226:"Alkaid":706.464:3796:0.5:0.94:0.44:"K|1|V"
6102:"Dracoara":344.045:2671:0.1:0.31:0.02:"M|3|V"
6267:"Azmidi":924.9:3411:0.2:0.68:0.01:"M|2|V"
7912:"Whalecaller":137.2:2618:0.3:0.48:0.03:"M|2|V"
7416:"Titanium Enigma":121.36:2906:0.1:0.51:0:"M|2|V"
6353:"Orion's Haven":385.13:3709:0.7:0.79:0.16:"K|7|V"
1364:"Castula":205.7:2547:0.3:0.37:0.03:"M|7|V"
1693:"Solarion":788.49:4089:0.5:0.91:0.3:"K|5|V"
5626:"Pulsar Radiance":598:2628:0.4:0.05:0.01:"M|5|V"
7132:"Galacticon":706.391:3717:0.7:0.74:0.39:"K|7|V"
896:"Intercrus":64.6692:2934:0.3:0.26:0.02:"M|3|V"
8711:"Alkaphrah":864.99:4176:0.5:0.74:0.36:"K|0|V"
8842:"Gacrux":650:2968:0.2:0.26:0.04:"M|3|V"
8424:"Cosmic Cascade":1050.75:4298:0.5:0.86:0.42:"K|3|V"
1302:"Infinite Iris":745.49:5504:0.8:0.97:0.67:"G|5|V"
2696:"Torcular":5650:2871:0.3:0.17:0.03:"M|0|V"
3207:"Ainalrami":874.46:3743:0.8:0.71:0.36:"K|5|V"
1782:"Galactic Prism":354:3710:0.5:0.88:0.53:"K|3|V"
9680:"Etherios":400.2:5340:0.9:1.03:1.08:"G|5|V"
3757:"Novaflame":390:2640:0.4:0.34:0.01:"M|7|V"
2652:"Ogma":779:3482:0.3:0.08:0.04:"M|0|V"
4669:"Izar":275.694:2732:0.1:0.02:0:"M|4|V"
8556:"Alfirk":338.98:2517:0.4:0.45:0.02:"M|6|V"
6052:"Ebon Depths":630.955:2482:0.2:0.12:0.07:"M|4|V"
4688:"Kalausi":354.824:2675:0.1:0.13:0.07:"M|3|V"
2125:"Celestial Cascade":852.006:2977:0.2:0.62:0.02:"M|1|V"
5202:"Deneb Algedi":58.84:5532:0.9:1.1:0.63:"G|4|V"
3392:"Titanium Quasar":8200:3231:0.2:0.38:0.08:"M|0|V"
2523:"Adhil":755.687:5287:0.9:0.99:1.37:"G|5|V"
7629:"Cassionix":129.8:3222:0.1:0.38:0.06:"M|1|V"
6642:"Vorpal Abyss":84.56:3168:0.2:0.1:0.05:"M|2|V"
2303:"Nosaxa":42.2:5406:0.8:1.04:1.19:"G|4|V"
8659:"Iklil":452.1:2508:0.2:0.69:0.07:"M|0|V"
6545:"Heliosara":288.7:2696:0.4:0.29:0.01:"M|5|V"
9432:"Itonda":828.844:2737:0.2:0.06:0.02:"M|1|V"
8705:"Yugen":424.428:2567:0.1:0.12:0.03:"M|3|V"
7079:"Starglow Haven":294:4065:0.6:0.76:0.2:"K|3|V"
7749:"Sika":911.328:4094:0.6:0.72:0.52:"K|0|V"
9238:"Vortexion":95:5539:0.8:1.12:1.14:"G|2|V"
9829:"Hanami Echo":29.87:4898:0.6:0.84:0.25:"K|0|V"
9581:"Astral Nexus":802.053:3151:0.3:0.05:0.08:"M|3|V"
5359:"Rapeto":287.23:2792:0.4:0.31:0.03:"M|4|V"
158:"Yed Prior":2070:3208:0.1:0.13:0.04:"M|2|V"
9489:"Subra":5970:3214:0.2:0.42:0.03:"M|1|V"
7865:"Ra's Whisper":4200:3524:0.3:0.54:0.01:"M|1|V"
2914:"Parumleo":639.62:3872:0.8:0.71:0.52:"K|6|V"
902:"Hoshizora":44.96:5617:0.8:0.99:0.72:"G|4|V"
3985:"Bélénos":2254.69:3924:0.8:0.87:0.15:"K|4|V"
7245:"Samurai's Veil":2472.8:2426:0.1:0.06:0.05:"M|7|V"
9125:"Zubeneschamali":127.66:5466:1:1.01:1.02:"G|4|V"
3158:"Markab":1107:3937:0.7:0.76:0.18:"K|6|V"
9463:"Celestial Serenity":11.2183:2710:0.2:0.44:0.02:"M|2|V"
4821:"Aurora Phantasm":809.897:2453:0.1:0.48:0.06:"M|8|V"
7267:"Sabik":7170:2583:0.2:0.37:0.04:"M|2|V"
7828:"Belel":27.2:2908:0.4:0.5:0.06:"M|5|V"
4295:"Enso":360:2406:0.2:0.14:0.04:"M|7|V"
3358:"Solarionara":480.869:3951:0.5:0.83:0.35:"K|7|V"
5742:"Nebula Nova":862.887:3878:0.7:0.9:0.25:"K|7|V"
499:"Beemim":42.96:2777:0.2:0.58:0.03:"M|3|V"
9490:"Jishui":1562.01:2538:0.1:0.67:0.03:"M|3|V"
757:"Zephyrianix":904.702:4871:0.7:0.89:0.35:"K|0|V"
1988:"Pleione":39.63:2661:0.4:0.31:0.05:"M|5|V"
4483:"Quasarlynx":29.4:2528:0.4:0.14:0.06:"M|3|V"
9739:"Mimosa":6100:5374:0.8:1.11:0.99:"G|5|V"
8422:"Galaxy Seraph":860.511:4165:0.7:0.84:0.45:"K|2|V"
3677:"Stellarastra":1413.83:5201:0.9:1.08:1.17:"G|2|V"
6894:"Stribor":1861.5:5378:0.9:1.15:0.9:"G|5|V"
5419:"Skyforged":64.53:2951:0.4:0.17:0.06:"M|2|V"
7451:"Lich":59.4:2787:0.4:0.65:0.06:"M|5|V"
6784:"Mintaka":46.6224:2830:0.1:0.19:0.02:"M|4|V"
8190:"Starlight Shroud":165.393:2741:0.1:0.55:0:"M|5|V"
743:"Vortexarian":4310:3360:0.3:0.07:0.06:"M|1|V"
9658:"Berehynia":64.1:3720:0.6:0.84:0.26:"K|5|V"
6625:"Vortexian":419.851:5268:0.8:0.97:0.75:"G|2|V"
6568:"Torii Celestial":394.773:4258:0.7:0.7:0.11:"K|2|V"
6414:"Nebulous Enigma":71.4:3261:0.2:0.27:0.04:"M|3|V"
4119:"Nekkar":33.46:2628:0.3:0.48:0.06:"M|2|V"
9358:"Shama":312.674:2749:0.3:0.51:0.07:"M|0|V"
1396:"Cassionara":57.7995:4416:0.6:0.77:0.53:"K|2|V"
2358:"Anser":269.2:4029:0.8:0.85:0.23:"K|5|V"
5671:"Nunki":741.84:2550:0.3:0.69:0.04:"M|2|V"
1999:"Cleopatra's Loom":313.46:2807:0.4:0.35:0.04:"M|3|V"
4011:"Canopus":409.819:2687:0.2:0.64:0.02:"M|4|V"
3116:"Ayame Cascade":573.493:2952:0.2:0.35:0.06:"M|3|V"
1530:"Phecda":427.46:2473:0.3:0.47:0.04:"M|8|V"
8937:"Mizar":66.7:3971:0.7:0.85:0.12:"K|2|V"
8749:"Sekhmet's Resonance":516.289:3100:0.2:0.34:0.02:"M|2|V"
4043:"Khambalia":849.82:4104:0.6:0.72:0.49:"K|5|V"
5203:"Nihal":309.645:2429:0.4:0.22:0.07:"M|5|V"
6848:"Cerulean Abyss":6.33:5384:1:1.03:0.7:"G|4|V"
7825:"Sheratan":57.023:4576:0.6:0.8:0.32:"K|2|V"
3144:"Aquilan Anomaly":1101.08:2930:0.1:0.11:0:"M|3|V"
3382:"Inari's Threshold":144.202:4288:0.7:0.72:0.44:"K|5|V"
426:"Helian Nebula":610:3174:0.4:0.67:0.01:"M|0|V"
3261:"Stellaria Whimsy":418.445:4144:0.5:0.79:0.3:"K|6|V"
3642:"Nervia":1379.69:5562:0.8:1.14:1.09:"G|2|V"
7762:"Lysian Nexus":410:3896:0.6:0.86:0.15:"K|4|V"
8932:"Stellae Abyss":30.5212:3780:0.5:0.77:0.33:"K|7|V"
6946:"Tislit":808.473:3956:0.5:0.82:0.22:"K|6|V"
3690:"Nyamien":308.27:2436:0.3:0.41:0.04:"M|2|V"
9910:"Taygeta":414.47:3808:0.7:0.9:0.35:"K|2|V"
192:"Algedi":347.7:2727:0.3:0.66:0.02:"M|0|V"
3606:"Ukdah":1230.24:3914:0.7:0.86:0.6:"K|5|V"
4796:"Quasarionara":799.552:2653:0.3:0.24:0.06:"M|5|V"
8717:"Thunderforge":25.6:3948:0.7:0.77:0.3:"K|3|V"
7024:"Almach":16.82:4715:0.7:0.79:0.52:"K|0|V"
27:"Kaus Media":255.3:4034:0.7:0.91:0.13:"K|3|V"
4132:"Arcanix":1004.82:3421:0.4:0.48:0.04:"M|1|V"
4624:"Phact":774.02:3552:0.4:0.41:0.04:"M|1|V"
8781:"Wyrmslayer":608.754:4384:0.5:0.81:0.08:"K|3|V"
5302:"Mekbuda":3630:5525:0.8:1.09:0.99:"G|2|V"
9601:"Ra's Echo":307:4362:0.7:0.81:0.38:"K|5|V"
5250:"Libertas":79.75:4316:0.6:0.92:0.57:"K|3|V"
2933:"Koi Horizon":251:4596:0.5:0.72:0.23:"K|0|V"
5997:"Aldhanab":1125.08:2452:0.1:0.47:0.06:"M|1|V"
7517:"Nebulaflux":10.03:3837:0.6:0.82:0.19:"K|0|V"
374:"Helionyx":695.58:2613:0.2:0.52:0.04:"M|5|V"
9159:"Tania Australis":597.122:3511:0.1:0.45:0.07:"M|0|V"
5850:"Aozora Nebula":707.814:4855:0.5:0.75:0.26:"K|0|V"
5495:"Zibal":89.637:4573:0.8:0.75:0.33:"K|3|V"
3011:"Abyssal Mirage":100.9:4044:0.5:0.84:0.54:"K|6|V"
7958:"Tsubasa Echoes":80.58:2860:0.1:0.07:0:"M|3|V"
2633:"Astrum Cryptic":62.7146:2705:0.1:0.1:0.08:"M|5|V"
5954:"Koi's Radiance":5200:3006:0.4:0.59:0.08:"M|1|V"
9605:"Riftwanderer":60:4754:0.8:0.75:0.34:"K|2|V"
847:"Pulsara":108.7:4227:0.5:0.82:0.42:"K|0|V"
5062:"Lusitânia":488.45:3950:0.5:0.8:0.53:"K|5|V"
1310:"Almaaz":10.34:2857:0.2:0.6:0.05:"M|5|V"
7400:"Ginan":1800:2936:0.3:0.67:0:"M|5|V"
4136:"Tianguan":75.1:3009:0.1:0.02:0:"M|4|V"
8256:"Absolutno":496.8:3202:0.4:0.59:0.01:"M|0|V"
8423:"Starshard":155.9843:3788:0.7:0.72:0.57:"K|3|V"
9337:"Hannya's Silence":472.277:4378:0.5:0.78:0.36:"K|4|V"
2522:"Frostbloom":45.93:2534:0.1:0.13:0.03:"M|0|V"
4568:"Unurgunite":801.346:3536:0.3:0.16:0.05:"M|1|V"
2992:"Xamidimura":452.755:3199:0.1:0.54:0.05:"M|2|V"
507:"Hunahpú":138.4:2925:0.3:0.67:0.04:"M|5|V"
6764:"Ashlesha":113.025:2549:0.1:0.58:0.04:"M|3|V"
7694:"Yildun":512.899:2688:0.2:0.5:0.04:"M|1|V"
8544:"Torii Shadows":156.7:3722:0.6:0.8:0.56:"K|5|V"
8336:"Kamikaze Ascendance":1116.69:2471:0.4:0.28:0.07:"M|6|V"
8560:"Seth's Enigma":114.865:3400:0.3:0.28:0.02:"M|2|V"
7085:"Malmok":853.275:2403:0.3:0.32:0.05:"M|3|V"
4811:"Icewind":930.233:2485:0.3:0.26:0.07:"M|4|V"
8312:"Praecipua":1059.55:5558:0.9:1.03:0.65:"G|2|V"
8712:"Dracozen":225.7:2514:0.2:0.2:0.01:"M|6|V"
296:"Tsukiyo":257.8:2485:0.3:0.32:0.04:"M|5|V"
4594:"Elgafar":1646.09:2558:0.2:0.01:0.01:"M|2|V"
1634:"Liesma":1011.74:2857:0.1:0.59:0.06:"M|5|V"
6253:"Shinju Serenity":162.306:2746:0.4:0.55:0.01:"M|3|V"
5176:"Luminous Ember":173:4336:0.8:0.87:0.34:"K|3|V"
8794:"Comet Shroud":642.467:4106:0.5:0.89:0.52:"K|6|V"
7542:"Vega":493.778:4721:0.6:0.7:0.29:"K|2|V"
4338:"Nebula Nexus":753.63:4047:0.8:0.91:0.18:"K|6|V"
791:"Tupi":1140.12:2487:0.2:0.46:0.08:"M|5|V"
2319:"Vortexara":206.608:5397:1:0.99:0.68:"G|5|V"
596:"Ankaa":1692.05:4184:0.5:0.78:0.23:"K|3|V"
2965:"Arkab Posterior":23.9258:2814:0.2:0.54:0.05:"M|1|V"
9778:"Cosmosis":58.76:2717:0.2:0.56:0.02:"M|2|V"
